years_after_graduation,section_name,sic_name,sex,number_of_graduates,median_earnings
5,Information and communication,Wired telecommunications activities,Female,30,27700.0
5,Information and communication,Wired telecommunications activities,Male,35,35800.0
5,Information and communication,Wireless telecommunications activities,Female,90,40900.0
5,Information and communication,Wireless telecommunications activities,Male,145,44200.0
5,Information and communication,Satellite telecommunications activities,Female,30,23200.0
5,Information and communication,Satellite telecommunications activities,Male,50,24800.0
5,Information and communication,Other telecommunications activities,Female,325,31800.0
5,Information and communication,Other telecommunications activities,Male,710,33900.0
5,Information and communication,Ready-made interactive leisure and entertainment software development,Female,110,34700.0
5,Information and communication,Ready-made interactive leisure and entertainment software development,Male,375,34300.0
5,Information and communication,Business and domestic software development,Female,895,36500.0
5,Information and communication,Business and domestic software development,Male,1995,41600.0
5,Information and communication,Information technology consultancy activities,Female,1145,36400.0
5,Information and communication,Information technology consultancy activities,Male,2330,41600.0
5,Information and communication,Other information technology service activities,Female,585,38400.0
5,Information and communication,Other information technology service activities,Male,1070,42000.0
5,Information and communication,"Data processing, hosting and related activities",Female,175,33200.0
5,Information and communication,"Data processing, hosting and related activities",Male,300,38000.0
5,Information and communication,Web portals,Female,175,40000.0
5,Information and communication,Web portals,Male,200,52600.0
5,Information and communication,News agency activities,Female,40,45900.0
5,Information and communication,News agency activities,Male,70,55300.0
5,Information and communication,Other information service activities n.e.c.,Female,110,34300.0
5,Information and communication,Other information service activities n.e.c.,Male,100,38000.0
5,Manufacturing,Processing and preserving of poultry meat,Female,15,27700.0
5,Manufacturing,Processing and preserving of poultry meat,Male,15,33000.0
5,Manufacturing,Production of meat and poultry meat products,Female,25,33400.0
5,Manufacturing,Production of meat and poultry meat products,Male,15,31800.0
5,Manufacturing,Other processing and preserving of fruit and vegetables,Female,45,32800.0
5,Manufacturing,Other processing and preserving of fruit and vegetables,Male,20,33800.0
5,Manufacturing,Manufacture of bread; manufacture of fresh pastry goods and cakes,Female,80,26100.0
5,Manufacturing,Manufacture of bread; manufacture of fresh pastry goods and cakes,Male,50,28100.0
5,Manufacturing,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,Female,30,32700.0
5,Manufacturing,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,Male,15,26300.0
5,Manufacturing,Manufacture of cocoa and chocolate confectionery,Female,75,38700.0
5,Manufacturing,Manufacture of cocoa and chocolate confectionery,Male,45,39800.0
5,Manufacturing,Manufacture of prepared meals and dishes,Female,35,29400.0
5,Manufacturing,Manufacture of prepared meals and dishes,Male,45,35000.0
5,Manufacturing,Manufacture of other food products n.e.c.,Female,60,31000.0
5,Manufacturing,Manufacture of other food products n.e.c.,Male,55,30100.0
5,Manufacturing,"Distilling, rectifying and blending of spirits",Female,25,44900.0
5,Manufacturing,"Distilling, rectifying and blending of spirits",Male,25,32500.0
5,Manufacturing,Manufacture of beer,Female,55,35800.0
5,Manufacturing,Manufacture of beer,Male,115,26300.0
5,Manufacturing,Manufacture of soft drinks; production of mineral waters and other bottled waters,Female,40,39800.0
5,Manufacturing,Manufacture of soft drinks; production of mineral waters and other bottled waters,Male,30,41400.0
5,Manufacturing,Manufacture of other builders' carpentry and joinery,Female,25,26300.0
5,Manufacturing,Manufacture of other builders' carpentry and joinery,Male,45,24500.0
5,Manufacturing,Manufacture of other paper and paperboard containers,Female,25,27900.0
5,Manufacturing,Manufacture of other paper and paperboard containers,Male,40,30800.0
5,Manufacturing,Printing n.e.c.,Female,120,23400.0
5,Manufacturing,Printing n.e.c.,Male,105,27000.0
5,Manufacturing,Pre-press and pre-media services,Female,35,27700.0
5,Manufacturing,Pre-press and pre-media services,Male,30,24800.0
5,Manufacturing,"Manufacture of paints, varnishes and similar coatings, mastics and sealants",Female,30,27400.0
5,Manufacturing,"Manufacture of paints, varnishes and similar coatings, mastics and sealants",Male,30,34100.0
5,Manufacturing,Manufacture of soap and detergents,Female,20,29700.0
5,Manufacturing,Manufacture of soap and detergents,Male,25,33200.0
5,Manufacturing,Manufacture of perfumes and toilet preparations,Female,45,26300.0
5,Manufacturing,Manufacture of perfumes and toilet preparations,Male,25,26800.0
5,Manufacturing,Manufacture of other chemical products n.e.c.,Female,60,30700.0
5,Manufacturing,Manufacture of other chemical products n.e.c.,Male,100,32700.0
5,Manufacturing,Manufacture of basic pharmaceutical products,Female,45,33900.0
5,Manufacturing,Manufacture of basic pharmaceutical products,Male,55,32100.0
5,Manufacturing,Manufacture of pharmaceutical preparations,Female,250,38300.0
5,Manufacturing,Manufacture of pharmaceutical preparations,Male,245,40700.0
5,Manufacturing,"Manufacture of plastic plates, sheets, tubes and profiles",Female,20,24500.0
5,Manufacturing,"Manufacture of plastic plates, sheets, tubes and profiles",Male,35,34300.0
5,Manufacturing,Manufacture of builders  ware of plastic,Female,20,22600.0
5,Manufacturing,Manufacture of builders  ware of plastic,Male,40,28100.0
5,Manufacturing,Manufacture of other plastic products,Female,25,24100.0
5,Manufacturing,Manufacture of other plastic products,Male,55,28500.0
5,Manufacturing,Processing of nuclear fuel,Female,20,43100.0
5,Manufacturing,Processing of nuclear fuel,Male,40,44200.0
5,Manufacturing,Manufacture of metal structures and parts of structures,Female,25,25200.0
5,Manufacturing,Manufacture of metal structures and parts of structures,Male,85,33400.0
5,Manufacturing,Manufacture of weapons and ammunition,Female,35,35800.0
5,Manufacturing,Manufacture of weapons and ammunition,Male,135,38700.0
5,Manufacturing,Machining,Female,25,26300.0
5,Manufacturing,Machining,Male,100,33600.0
5,Manufacturing,Manufacture of other fabricated metal products n.e.c.,Female,30,22400.0
5,Manufacturing,Manufacture of other fabricated metal products n.e.c.,Male,35,31900.0
5,Manufacturing,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",Female,65,33600.0
5,Manufacturing,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",Male,230,38300.0
5,Manufacturing,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Female,50,35400.0
5,Manufacturing,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Male,125,40200.0
5,Manufacturing,Manufacture of lifting and handling equipment,Female,25,28700.0
5,Manufacturing,Manufacture of lifting and handling equipment,Male,60,35800.0
5,Manufacturing,Manufacture of non-domestic cooling and ventilation equipment,Female,15,32800.0
5,Manufacturing,Manufacture of non-domestic cooling and ventilation equipment,Male,55,35000.0
5,Manufacturing,Manufacture of other general-purpose machinery n.e.c.,Female,15,27000.0
5,Manufacturing,Manufacture of other general-purpose machinery n.e.c.,Male,75,33900.0
5,Manufacturing,Manufacture of motor vehicles,Female,100,43100.0
5,Manufacturing,Manufacture of motor vehicles,Male,425,43800.0
5,Manufacturing,Building of ships and floating structures,Female,50,34900.0
5,Manufacturing,Building of ships and floating structures,Male,145,39200.0
5,Manufacturing,Manufacture of air and spacecraft and related machinery,Female,95,38500.0
5,Manufacturing,Manufacture of air and spacecraft and related machinery,Male,460,42000.0
5,Manufacturing,Manufacture of office and shop furniture,Female,20,26500.0
5,Manufacturing,Manufacture of office and shop furniture,Male,30,27900.0
5,Manufacturing,Manufacture of kitchen furniture,Female,60,29200.0
5,Manufacturing,Manufacture of kitchen furniture,Male,60,28100.0
5,Manufacturing,Manufacture of other furniture,Female,35,24100.0
5,Manufacturing,Manufacture of other furniture,Male,45,27000.0
5,Manufacturing,Manufacture of medical and dental instruments and supplies,Female,95,30100.0
5,Manufacturing,Manufacture of medical and dental instruments and supplies,Male,115,36000.0
5,Manufacturing,Other manufacturing n.e.c.,Female,30,24500.0
5,Manufacturing,Other manufacturing n.e.c.,Male,40,31800.0
5,Manufacturing,Repair of machinery,Female,200,23500.0
5,Manufacturing,Repair of machinery,Male,200,26800.0
5,Manufacturing,Installation of industrial machinery and equipment,Female,20,30700.0
5,Manufacturing,Installation of industrial machinery and equipment,Male,40,35000.0
5,Other service activities,Activities of business and employers membership organizations,Female,105,28500.0
5,Other service activities,Activities of business and employers membership organizations,Male,55,32300.0
5,Other service activities,Activities of professional membership organizations,Female,255,29900.0
5,Other service activities,Activities of professional membership organizations,Male,150,31600.0
5,Other service activities,Activities of religious organizations,Female,220,21900.0
5,Other service activities,Activities of religious organizations,Male,190,23000.0
5,Other service activities,Activities of political organizations,Female,25,27600.0
5,Other service activities,Activities of political organizations,Male,30,33900.0
5,Other service activities,Activities of other membership organizations n.e.c.,Female,560,24500.0
5,Other service activities,Activities of other membership organizations n.e.c.,Male,270,24600.0
5,Other service activities,Repair of computers and peripheral equipment,Female,40,32700.0
5,Other service activities,Repair of computers and peripheral equipment,Male,80,37800.0
5,Other service activities,Hairdressing and other beauty treatment,Female,140,15700.0
5,Other service activities,Hairdressing and other beauty treatment,Male,40,17900.0
5,Other service activities,Funeral and related activities,Female,15,26300.0
5,Other service activities,Funeral and related activities,Male,15,26300.0
5,Other service activities,Physical well-being activities,Female,50,21200.0
5,Other service activities,Physical well-being activities,Male,25,21500.0
5,Other service activities,Other service activities n.e.c.,Female,330,24500.0
5,Other service activities,Other service activities n.e.c.,Male,190,28300.0
5,"Professional, scientific and technical activities",Solicitors,Female,2565,29200.0
5,"Professional, scientific and technical activities",Solicitors,Male,1085,32800.0
5,"Professional, scientific and technical activities",Activities of patent and copyright agents; other legal activities n.e.c.,Female,900,36100.0
5,"Professional, scientific and technical activities",Activities of patent and copyright agents; other legal activities n.e.c.,Male,565,43100.0
5,"Professional, scientific and technical activities",Accounting and auditing activities,Female,1560,40900.0
5,"Professional, scientific and technical activities",Accounting and auditing activities,Male,2030,45300.0
5,"Professional, scientific and technical activities",Bookkeeping activities,Female,545,26600.0
5,"Professional, scientific and technical activities",Bookkeeping activities,Male,530,32800.0
5,"Professional, scientific and technical activities",Tax consultancy,Female,20,30300.0
5,"Professional, scientific and technical activities",Tax consultancy,Male,40,35400.0
5,"Professional, scientific and technical activities",Activities of head offices,Female,735,32500.0
5,"Professional, scientific and technical activities",Activities of head offices,Male,555,38000.0
5,"Professional, scientific and technical activities",Public relations and communications activities,Female,475,34300.0
5,"Professional, scientific and technical activities",Public relations and communications activities,Male,250,34900.0
5,"Professional, scientific and technical activities",Financial management,Female,150,41800.0
5,"Professional, scientific and technical activities",Financial management,Male,220,51500.0
5,"Professional, scientific and technical activities",Management consultancy activities other than financial management,Female,2030,35400.0
5,"Professional, scientific and technical activities",Management consultancy activities other than financial management,Male,2175,42300.0
5,"Professional, scientific and technical activities",Architectural activities,Female,380,27400.0
5,"Professional, scientific and technical activities",Architectural activities,Male,480,29000.0
5,"Professional, scientific and technical activities",Urban planning and landscape architectural activities,Female,60,30300.0
5,"Professional, scientific and technical activities",Urban planning and landscape architectural activities,Male,70,32700.0
5,"Professional, scientific and technical activities",Engineering design activities for industrial process and production,Female,80,34100.0
5,"Professional, scientific and technical activities",Engineering design activities for industrial process and production,Male,330,39100.0
5,"Professional, scientific and technical activities",Engineering related scientific and technical consulting activities,Female,240,28100.0
5,"Professional, scientific and technical activities",Engineering related scientific and technical consulting activities,Male,415,33600.0
5,"Professional, scientific and technical activities",Other engineering activities,Female,790,31800.0
5,"Professional, scientific and technical activities",Other engineering activities,Male,1850,34700.0
5,"Professional, scientific and technical activities",Technical testing and analysis,Female,225,25600.0
5,"Professional, scientific and technical activities",Technical testing and analysis,Male,285,27400.0
5,"Professional, scientific and technical activities",Research and experimental development on biotechnology,Female,100,35800.0
5,"Professional, scientific and technical activities",Research and experimental development on biotechnology,Male,105,36700.0
5,"Professional, scientific and technical activities",Other research and experimental development on natural sciences and engineering,Female,680,33200.0
5,"Professional, scientific and technical activities",Other research and experimental development on natural sciences and engineering,Male,815,37600.0
5,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities,Female,45,32800.0
5,"Professional, scientific and technical activities",Research and experimental development on social sciences and humanities,Male,45,36500.0
5,"Professional, scientific and technical activities",Advertising agencies,Female,1275,33200.0
5,"Professional, scientific and technical activities",Advertising agencies,Male,1115,34300.0
5,"Professional, scientific and technical activities",Media representation services,Female,265,33200.0
5,"Professional, scientific and technical activities",Media representation services,Male,260,33400.0
5,"Professional, scientific and technical activities",Market research and public opinion polling,Female,360,32800.0
5,"Professional, scientific and technical activities",Market research and public opinion polling,Male,260,36100.0
5,"Professional, scientific and technical activities",specialised design activities,Female,445,28100.0
5,"Professional, scientific and technical activities",specialised design activities,Male,325,29200.0
5,"Professional, scientific and technical activities",Photographic activities not elsewhere classified,Female,35,25900.0
5,"Professional, scientific and technical activities",Photographic activities not elsewhere classified,Male,25,23400.0
5,"Professional, scientific and technical activities",Translation and interpretation activities,Female,55,28000.0
5,"Professional, scientific and technical activities",Translation and interpretation activities,Male,30,26600.0
5,"Professional, scientific and technical activities",Environmental consulting activities,Female,75,28100.0
5,"Professional, scientific and technical activities",Environmental consulting activities,Male,105,27000.0
5,"Professional, scientific and technical activities",Quantity surveying activities,Female,25,35600.0
5,"Professional, scientific and technical activities",Quantity surveying activities,Male,100,38700.0
5,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.",Female,330,29300.0
5,"Professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.",Male,295,33600.0
5,"Professional, scientific and technical activities",Veterinary activities,Female,695,28100.0
5,"Professional, scientific and technical activities",Veterinary activities,Male,120,39200.0
5,Public administration and defence - compulsory social security,General public administration activities,Female,3450,30300.0
5,Public administration and defence - compulsory social security,General public administration activities,Male,1900,32800.0
5,Public administration and defence - compulsory social security,"Regulation of health care, education, cultural and other social services, not incl. social security",Female,655,32100.0
5,Public administration and defence - compulsory social security,"Regulation of health care, education, cultural and other social services, not incl. social security",Male,340,31000.0
5,Public administration and defence - compulsory social security,Defence activities,Female,240,31800.0
5,Public administration and defence - compulsory social security,Defence activities,Male,315,33900.0
5,Public administration and defence - compulsory social security,Justice and judicial activities,Female,890,28100.0
5,Public administration and defence - compulsory social security,Justice and judicial activities,Male,360,28500.0
5,Public administration and defence - compulsory social security,Public order and safety activities,Female,1660,28100.0
5,Public administration and defence - compulsory social security,Public order and safety activities,Male,1200,29200.0
5,Public administration and defence - compulsory social security,Fire service activities,Female,65,29900.0
5,Public administration and defence - compulsory social security,Fire service activities,Male,120,33900.0
5,Public administration and defence - compulsory social security,Compulsory social security activities,Female,425,26600.0
5,Public administration and defence - compulsory social security,Compulsory social security activities,Male,280,27000.0
5,Real estate activities,Buying and selling of own real estate,Female,15,26600.0
5,Real estate activities,Buying and selling of own real estate,Male,20,37200.0
5,Real estate activities,Renting and operating of Housing Association real estate,Female,480,25000.0
5,Real estate activities,Renting and operating of Housing Association real estate,Male,240,29200.0
5,Real estate activities,Other letting and operating of own or leased real estate,Female,235,25600.0
5,Real estate activities,Other letting and operating of own or leased real estate,Male,160,27400.0
5,Real estate activities,Real estate agencies,Female,610,31000.0
5,Real estate activities,Real estate agencies,Male,640,37200.0
5,Real estate activities,Management of real estate on a fee or contract basis,Female,320,28100.0
5,Real estate activities,Management of real estate on a fee or contract basis,Male,265,30700.0
5,Transportation and storage,"Passenger rail transport, interurban",Female,90,30500.0
5,Transportation and storage,"Passenger rail transport, interurban",Male,140,35000.0
5,Transportation and storage,"Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)",Female,115,32100.0
5,Transportation and storage,"Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)",Male,230,35800.0
5,Transportation and storage,Taxi operation,Female,15,15000.0
5,Transportation and storage,Taxi operation,Male,25,15400.0
5,Transportation and storage,Other passenger land transport,Female,20,21000.0
5,Transportation and storage,Other passenger land transport,Male,20,30700.0
5,Transportation and storage,Freight transport by road,Female,110,24800.0
5,Transportation and storage,Freight transport by road,Male,195,28100.0
5,Transportation and storage,Scheduled passenger air transport,Female,265,24700.0
5,Transportation and storage,Scheduled passenger air transport,Male,205,36900.0
5,Transportation and storage,Operation of warehousing and storage facilities for land transport activities,Female,295,28100.0
5,Transportation and storage,Operation of warehousing and storage facilities for land transport activities,Male,485,32100.0
5,Transportation and storage,"Other service activities incidental to land transportation, n.e.c.",Female,140,31200.0
5,Transportation and storage,"Other service activities incidental to land transportation, n.e.c.",Male,240,38000.0
5,Transportation and storage,Service activities incidental to air transportation,Female,95,28100.0
5,Transportation and storage,Service activities incidental to air transportation,Male,125,31800.0
5,Transportation and storage,Other transportation support activities,Female,110,29700.0
5,Transportation and storage,Other transportation support activities,Male,150,33900.0
5,Transportation and storage,Postal activities under universal service obligation,Female,90,25900.0
5,Transportation and storage,Postal activities under universal service obligation,Male,195,26100.0
5,Transportation and storage,Unlicensed carrier,Female,120,29700.0
5,Transportation and storage,Unlicensed carrier,Male,180,28300.0
5,"Water supply - sewerage, waste management and remediation activities","Water collection, treatment and supply",Female,120,29000.0
5,"Water supply - sewerage, waste management and remediation activities","Water collection, treatment and supply",Male,145,32300.0
5,"Water supply - sewerage, waste management and remediation activities",Sewerage,Female,35,36000.0
5,"Water supply - sewerage, waste management and remediation activities",Sewerage,Male,45,38300.0
5,"Water supply - sewerage, waste management and remediation activities",Collection of non-hazardous waste,Female,50,25000.0
5,"Water supply - sewerage, waste management and remediation activities",Collection of non-hazardous waste,Male,85,33200.0
5,"Water supply - sewerage, waste management and remediation activities",Treatment and disposal of non-hazardous waste,Female,15,25600.0
5,"Water supply - sewerage, waste management and remediation activities",Treatment and disposal of non-hazardous waste,Male,20,34300.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Sale of new cars and light motor vehicles,Female,195,28800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Sale of new cars and light motor vehicles,Male,270,35000.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Sale of used cars and light motor vehicles,Female,65,25200.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Sale of used cars and light motor vehicles,Male,135,27900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Maintenance and repair of motor vehicles,Female,75,19300.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Maintenance and repair of motor vehicles,Male,125,26500.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale trade of motor vehicle parts and accessories,Female,40,24800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale trade of motor vehicle parts and accessories,Male,75,29900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail trade of motor vehicle parts and accessories,Female,30,23700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail trade of motor vehicle parts and accessories,Male,50,21900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",Female,35,25600.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",Male,15,22800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Agents specialized in the sale of other particular products,Female,40,32700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Agents specialized in the sale of other particular products,Male,40,39800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Female,20,27900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Male,30,29900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of fruit and vegetables,Female,25,26600.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of fruit and vegetables,Male,30,23400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of wine, beer, spirits and other alcoholic beverages",Female,50,34300.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of wine, beer, spirits and other alcoholic beverages",Male,65,33900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of sugar and chocolate and sugar confectionery,Female,45,33600.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of sugar and chocolate and sugar confectionery,Male,30,35400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Non-specialised wholesale of food, beverages and tobacco",Female,95,27400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Non-specialised wholesale of food, beverages and tobacco",Male,110,26600.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of textiles,Female,50,27500.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of textiles,Male,25,26600.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of clothing and footwear,Female,320,26700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of clothing and footwear,Male,120,28100.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of audio tapes, records, CDs and video tapes and the equipment on which these are played",Female,35,31200.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of audio tapes, records, CDs and video tapes and the equipment on which these are played",Male,45,31900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)",Female,50,28800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)",Male,65,31000.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of perfume and cosmetics,Female,230,32500.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of perfume and cosmetics,Male,55,37600.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of pharmaceutical goods,Female,310,35400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of pharmaceutical goods,Male,255,44900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of furniture, carpets and lighting equipment",Female,50,25000.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of furniture, carpets and lighting equipment",Male,45,28800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of household goods (other than musical instruments) n.e.c.,Female,215,26300.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of household goods (other than musical instruments) n.e.c.,Male,110,28800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of computers, computer peripheral equipment and software",Female,130,39200.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of computers, computer peripheral equipment and software",Male,230,43100.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of electronic and telecommunications equipment and parts,Female,55,30700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of electronic and telecommunications equipment and parts,Male,95,32500.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other office machinery and equipment,Female,30,24100.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other office machinery and equipment,Male,30,29400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other machinery and equipment,Female,125,28800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other machinery and equipment,Male,270,33900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of metals and metal ores,Female,20,29200.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of metals and metal ores,Male,40,30100.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of wood, construction materials and sanitary equipment",Female,135,27400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of wood, construction materials and sanitary equipment",Male,195,28800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of hardware, plumbing and heating equipment and supplies",Female,60,25900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of hardware, plumbing and heating equipment and supplies",Male,80,26500.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of chemical products,Female,50,29900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of chemical products,Male,70,31400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other intermediate products,Female,25,24100.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of other intermediate products,Male,25,22500.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Non-specialised wholesale trade,Female,135,26600.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Non-specialised wholesale trade,Male,140,27700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Female,1470,20400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",Male,1540,20100.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale in non-specialised stores,Female,575,23400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale in non-specialised stores,Male,290,21500.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Female,90,19300.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Male,45,20300.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of beverages in specialised stores,Female,25,24300.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of beverages in specialised stores,Male,45,21900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of food in specialised stores,Female,85,20800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of food in specialised stores,Male,55,25400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of automotive fuel in specialised stores,Female,60,27600.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of automotive fuel in specialised stores,Male,85,31400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of computers, peripheral units and software in specialised stores",Female,60,27700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of computers, peripheral units and software in specialised stores",Male,85,29200.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of hardware, paints and glass in specialised stores",Female,155,22300.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of hardware, paints and glass in specialised stores",Male,150,20400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Female,25,24800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Male,20,26600.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of electrical household appliances in specialised stores,Female,55,23700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of electrical household appliances in specialised stores,Male,95,25200.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Female,260,23700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Male,150,24800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of books in specialised stores,Female,60,19900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of books in specialised stores,Male,40,14800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of newspapers and stationery in specialised stores,Female,95,16400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of newspapers and stationery in specialised stores,Male,45,14200.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",Female,215,22600.0
